       PGC , G , Nest_10Mpc ,    1PGC ,  N ,   SGX ,   SGY ,   SGZ ,    D ,  Vls ,  logLK ,   Mass ,   r2t
     46400 , 0 ,      46400 ,   46400 ,  1 , -3.85 ,  3.43 , -0.02 , 5.16 ,  472 ,  9.697 , 0.2623 , 0.169
     42408 , 0 ,      42408 ,   42408 ,  1 ,  3.07 ,  4.46 ,  1.15 , 5.54 ,  294 ,  9.679 , 0.2542 , 0.167
     42575 , 0 ,      42575 ,   42575 ,  1 ,  1.86 ,  7.36 ,  1.04 , 7.66 ,  602 ,  9.600 , 0.2249 , 0.160
     39346 , 0 ,      39346 ,   39346 ,  1 ,  2.94 ,  3.17 ,  0.87 , 4.41 ,  172 ,  9.601 , 0.2249 , 0.160
     32643 , 0 ,      32643 ,   32643 ,  1 ,  2.79 ,  8.44 , -2.12 , 9.14 ,  606 ,  9.594 , 0.2216 , 0.159
     24171 , 0 ,      24171 ,   24171 ,  1 , -2.94 ,  2.06 , -7.41 , 8.23 ,  589 ,  9.543 , 0.2058 , 0.155
     39422 , 0 ,      39422 ,   39422 ,  1 ,  0.91 ,  4.20 ,  0.18 , 4.30 ,  273 ,  9.499 , 0.1941 , 0.152
     57888 , 0 ,      57888 ,   57888 ,  1 , -5.75 , -0.85 ,  0.80 , 5.87 ,  409 ,  9.489 , 0.1914 , 0.152
       701 , 0 ,        701 ,     701 ,  1 , -0.08 , -7.29 ,  0.41 , 7.30 ,  595 ,  9.439 , 0.1782 , 0.148
     71596 , 0 ,      71596 ,   71596 ,  1 ,  7.33 , -3.44 ,  3.98 , 9.02 ,  719 ,  9.382 , 0.1639 , 0.144
     18536 , 0 ,      18536 ,   18431 ,  1 , -1.81 , -2.41 , -7.85 , 8.41 ,  509 ,  9.362 , 0.1595 , 0.143
     42447 , 0 ,      42447 ,   42734 ,  1 , -3.54 ,  8.58 , -0.43 , 9.29 ,  724 ,  9.328 , 0.1532 , 0.141
       930 , 0 ,        930 ,     930 ,  1 ,  0.16 , -6.62 ,  0.34 , 6.63 ,  515 ,  9.315 , 0.1511 , 0.140
      4126 , 0 ,       4126 ,    4126 ,  1 ,  2.69 , -1.44 ,  0.33 , 3.07 ,  195 ,  9.286 , 0.1452 , 0.138
     65603 , 0 ,      65603 ,   65603 ,  1 , -4.42 , -3.26 ,  0.25 , 5.50 ,  430 ,  9.233 , 0.1343 , 0.135
     38688 , 0 ,      38688 ,   39600 ,  1 ,  2.46 ,  6.43 ,  0.46 , 6.90 ,  333 ,  9.230 , 0.1343 , 0.135
     61922 , 0 ,      61922 ,   61922 ,  1 , -6.70 , -2.96 ,  0.92 , 7.38 ,  566 ,  9.208 , 0.1309 , 0.134
     51210 , 0 ,      51210 ,   51210 ,  1 ,  3.11 ,  5.55 ,  2.92 , 7.00 ,  473 ,  9.202 , 0.1292 , 0.133
     11329 , 0 ,      11329 ,   11329 ,  1 ,  5.67 , -3.12 , -2.30 , 6.87 ,  508 ,  9.186 , 0.1276 , 0.133
     53639 , 0 ,      53639 ,   53639 ,  1 , -6.19 ,  0.92 ,  0.84 , 6.31 ,  382 ,  9.152 , 0.1213 , 0.130
     13115 , 0 ,      13115 ,   13115 ,  1 ,  7.32 , -0.73 , -1.57 , 7.52 ,  402 ,  9.144 , 0.1198 , 0.130
     42336 , 0 ,      42336 ,   42336 ,  1 , -3.86 ,  7.95 , -0.61 , 8.86 ,  924 ,  9.127 , 0.1183 , 0.129
     44536 , 0 ,      44536 ,   44536 ,  1 ,  1.23 ,  9.73 ,  1.68 , 9.95 ,  872 ,  9.108 , 0.1155 , 0.128
     18396 , 0 ,      18396 ,   18396 ,  1 , -1.74 , -2.66 , -8.44 , 9.02 ,  551 ,  9.102 , 0.1141 , 0.128
     16957 , 0 ,      16957 ,   16957 ,  1 ,  3.23 ,  0.87 , -0.55 , 3.39 ,  293 ,  9.092 , 0.1127 , 0.127
     48334 , 0 ,      48334 ,   48334 ,  1 , -2.97 ,  1.73 ,  0.06 , 3.44 ,  193 ,  9.065 , 0.1100 , 0.126
     49050 , 0 ,      49050 ,   49050 ,  1 , -2.88 ,  1.37 ,  0.07 , 3.19 ,  113 ,  9.040 , 0.1061 , 0.125
     45849 , 0 ,      45849 ,   46153 ,  1 ,  1.61 ,  5.65 ,  1.45 , 6.05 ,  491 ,  8.996 , 0.1012 , 0.123
     41326 , 0 ,      41326 ,   41333 ,  1 ,  2.33 ,  8.55 ,  0.92 , 8.91 ,  546 ,  8.972 , 0.0978 , 0.121
      5896 , 0 ,       5896 ,    5896 ,  1 , -0.84 , -3.73 , -1.22 , 4.01 ,  310 ,  8.958 , 0.0966 , 0.121
     20171 , 0 ,      20171 ,   20171 ,  1 , -0.86 , -0.04 , -7.11 , 7.16 ,  491 ,  8.942 , 0.0944 , 0.120
     11139 , 0 ,      11139 ,   11139 ,  1 , -2.40 , -4.47 , -2.96 , 5.87 ,  394 ,  8.929 , 0.0934 , 0.119
    100169 , 0 ,     100169 ,  100169 ,  1 ,  4.43 ,  0.49 ,  0.67 , 4.51 ,  293 ,  8.900 , 0.0902 , 0.118
     31359 , 0 ,      31359 ,   31359 ,  1 , -3.97 ,  3.85 , -4.30 , 7.01 ,  761 ,  8.882 , 0.0881 , 0.117
     54392 , 0 ,      54392 ,   54392 ,  1 , -2.72 ,  0.40 ,  0.50 , 2.79 ,  328 ,  8.843 , 0.0842 , 0.115
     64181 , 0 ,      64181 ,   64181 ,  1 , -7.36 , -5.21 ,  1.76 , 9.19 ,  686 ,  8.839 , 0.0842 , 0.115
     47368 , 0 ,      47368 ,   47368 ,  1 ,  2.22 ,  3.75 ,  1.40 , 4.58 ,  353 ,  8.834 , 0.0832 , 0.115
     41063 , 0 ,      41063 ,   41063 ,  1 ,  2.56 ,  8.47 ,  0.94 , 8.90 ,  598 ,  8.811 , 0.0813 , 0.114
     45628 , 0 ,      45628 ,   45628 ,  1 , -6.26 ,  4.62 , -0.54 , 7.80 ,  463 ,  8.776 , 0.0786 , 0.113
     35856 , 0 ,      35856 ,   35856 ,  1 ,  2.69 ,  4.58 ,  0.17 , 5.31 ,  327 ,  8.762 , 0.0768 , 0.112
     16643 , 0 ,      16643 ,   16643 ,  1 ,  0.12 , -4.63 , -8.78 , 9.93 ,  663 ,  8.746 , 0.0759 , 0.111
     17250 , 0 ,      17250 ,   17250 ,  1 ,  3.29 , -1.41 , -6.18 , 7.14 ,  448 ,  8.739 , 0.0750 , 0.111
     14658 , 0 ,      14658 ,   14658 ,  1 ,  0.72 , -4.59 , -5.76 , 7.40 ,  774 ,  8.730 , 0.0742 , 0.111
     60849 , 0 ,      60849 ,   60849 ,  1 , -2.38 , -0.83 ,  0.38 , 2.55 ,  124 ,  8.725 , 0.0742 , 0.111
      9962 , 0 ,       9962 ,    9962 ,  1 , -2.61 , -3.75 , -2.22 , 5.08 ,  325 ,  8.724 , 0.0733 , 0.110
     41066 , 0 ,      41066 ,   41066 ,  1 , -0.32 ,  6.60 ,  0.02 , 6.61 ,  602 ,  8.712 , 0.0725 , 0.110
     45084 , 0 ,      45084 ,   45084 ,  1 , -4.17 ,  4.35 , -0.29 , 6.03 ,  547 ,  8.713 , 0.0725 , 0.110
     67908 , 0 ,      67908 ,   67908 ,  1 , -1.12 , -1.56 ,  0.39 , 1.96 ,   56 ,  8.697 , 0.0716 , 0.109
     26761 , 0 ,      26761 ,   26761 ,  1 , -3.67 , -1.15 , -1.88 , 4.28 ,  182 ,  8.695 , 0.0708 , 0.109
     18431 , 0 ,      18431 ,   18431 ,  1 , -2.04 , -2.85 , -8.96 , 9.62 ,  526 ,  8.678 , 0.0700 , 0.109
      1034 , 0 ,       1034 ,    1034 ,  1 ,  0.27 , -4.88 ,  0.27 , 4.89 ,  432 ,  8.651 , 0.0676 , 0.107
      7671 , 0 ,       7671 ,    7671 ,  1 ,  4.57 , -2.77 , -0.59 , 5.38 ,  388 ,  8.654 , 0.0676 , 0.107
     16282 , 0 ,      16282 ,   16282 ,  1 , -2.48 , -3.16 , -4.10 , 5.74 ,  397 ,  8.630 , 0.0661 , 0.106
     49448 , 0 ,      49448 ,   50063 ,  1 ,  2.94 ,  6.06 ,  2.64 , 7.23 ,  286 ,  8.630 , 0.0661 , 0.106
     41576 , 0 ,      41576 ,   41333 ,  1 ,  2.40 ,  8.30 ,  0.99 , 8.70 ,  595 ,  8.631 , 0.0661 , 0.106
     17716 , 0 ,      17716 ,   17716 ,  1 ,  2.99 , -0.79 , -6.05 , 6.79 ,  303 ,  8.617 , 0.0653 , 0.106
      6699 , 0 ,       6699 ,    6699 ,  1 ,  4.62 , -2.52 , -0.24 , 5.27 ,  368 ,  8.556 , 0.0610 , 0.104
     50073 , 0 ,      50073 ,   50073 ,  1 , -5.01 ,  1.76 ,  0.18 , 5.31 ,  277 ,  8.562 , 0.0610 , 0.104
     15488 , 0 ,      15488 ,   13826 ,  1 ,  2.87 ,  0.83 ,  0.04 , 2.99 ,  183 ,  8.543 , 0.0596 , 0.103
      6430 , 0 ,       6430 ,    6430 ,  1 , -1.10 , -4.15 , -1.54 , 4.56 ,  292 ,  8.510 , 0.0576 , 0.102
     13163 , 0 ,      13163 ,   13163 ,  1 , -2.16 , -4.48 , -3.72 , 6.21 ,  453 ,  8.498 , 0.0569 , 0.101
   2807065 , 0 ,    2807065 , 2807065 ,  1 , -1.68 ,  0.43 , -5.54 , 5.81 ,  219 ,  8.479 , 0.0556 , 0.101
     12460 , 0 ,      12460 ,   12460 ,  1 , -2.07 , -4.09 , -3.12 , 5.55 ,  385 ,  8.439 , 0.0531 , 0.099
     24781 , 0 ,      24781 ,   24781 ,  1 , -3.28 ,  2.48 , -7.55 , 8.60 ,  475 ,  8.421 , 0.0519 , 0.098
     29284 , 0 ,      29284 ,   29284 ,  1 ,  6.70 ,  5.79 ,  0.33 , 8.86 ,  511 ,  8.407 , 0.0513 , 0.098
     32405 , 0 ,      32405 ,   32405 ,  1 ,  5.77 ,  6.23 ,  0.33 , 8.50 ,  484 ,  8.411 , 0.0513 , 0.098
     20445 , 0 ,      20445 ,   20445 ,  1 ,  2.76 ,  2.06 , -6.86 , 7.68 ,  200 ,  8.403 , 0.0507 , 0.097
   2807061 , 0 ,    2807061 , 2807061 ,  1 ,  1.12 ,  0.73 , -6.51 , 6.65 ,  125 ,  8.398 , 0.0507 , 0.097
     12719 , 0 ,      12719 ,   12719 ,  1 ,  4.93 , -3.19 , -3.15 , 6.66 ,  474 ,  8.359 , 0.0484 , 0.096
     23769 , 0 ,      23769 ,   23769 ,  1 ,  6.00 ,  6.23 , -4.70 , 9.84 ,  414 ,  8.338 , 0.0473 , 0.095
     39573 , 0 ,      39573 ,   39573 ,  1 , -2.16 , -0.61 , -0.69 , 2.35 ,  160 ,  8.334 , 0.0468 , 0.095
     63616 , 0 ,      63616 ,   63616 ,  1 , -0.18 , -0.21 ,  0.43 , 0.51 ,   52 ,  8.327 , 0.0468 , 0.095
     27115 , 0 ,      27115 ,   27077 ,  1 ,  1.92 ,  6.56 , -5.03 , 8.49 ,  386 ,  8.330 , 0.0468 , 0.095
     63432 , 0 ,      63432 ,   63432 ,  1 , -7.23 , -4.31 ,  1.20 , 8.50 ,  725 ,  8.331 , 0.0468 , 0.095
     81181 , 0 ,      81181 ,   81181 ,  1 , -2.66 ,  1.47 , -6.75 , 7.40 ,  552 ,  8.290 , 0.0447 , 0.093
     16389 , 0 ,      16389 ,   16389 ,  1 , -1.88 , -3.75 , -5.57 , 6.97 ,  450 ,  8.278 , 0.0442 , 0.093
     38148 , 0 ,      38148 ,   38148 ,  1 ,  1.98 ,  3.89 ,  0.38 , 4.38 ,  304 ,  8.275 , 0.0437 , 0.093
     22277 , 0 ,      22277 ,   22277 ,  1 ,  2.56 ,  3.55 , -6.55 , 7.88 ,  225 ,  8.265 , 0.0437 , 0.093
     27910 , 0 ,      27910 ,   27910 ,  1 ,  0.23 ,  7.10 , -6.16 , 9.40 ,  383 ,  8.258 , 0.0432 , 0.092
     14149 , 0 ,      14149 ,   14149 ,  1 ,  5.77 , -3.23 , -4.73 , 8.13 ,  347 ,  8.252 , 0.0427 , 0.092
     71464 , 0 ,      71464 ,   71464 ,  1 , -2.25 , -8.05 ,  1.03 , 8.42 ,  686 ,  8.243 , 0.0422 , 0.092
     45372 , 0 ,      45372 ,   45372 ,  1 ,  3.01 ,  3.54 ,  1.30 , 4.83 ,  211 ,  8.240 , 0.0422 , 0.092
     68672 , 0 ,      68672 ,   68672 ,  1 , -4.11 , -6.73 ,  1.54 , 8.03 ,  654 ,  8.203 , 0.0403 , 0.090
     29230 , 0 ,      29230 ,   29230 ,  1 ,  2.15 ,  6.58 , -3.34 , 7.69 ,  443 ,  8.204 , 0.0403 , 0.090
     48368 , 0 ,      48368 ,   48082 ,  1 , -3.66 ,  2.35 ,  0.15 , 4.35 ,  370 ,  8.189 , 0.0398 , 0.090
     29033 , 0 ,      29033 ,   29033 ,  1 , -2.78 ,  6.61 , -6.89 , 9.94 ,  212 ,  8.187 , 0.0398 , 0.090
     17302 , 0 ,      17302 ,   17302 ,  1 ,  0.41 , -2.41 , -6.24 , 6.70 ,  368 ,  8.164 , 0.0385 , 0.089
     32250 , 0 ,      32250 ,   32250 ,  1 , -5.10 ,  2.58 , -3.92 , 6.93 ,  414 ,  8.153 , 0.0380 , 0.089
     41093 , 0 ,      41093 ,   41333 ,  1 ,  2.31 ,  8.15 ,  0.86 , 8.51 ,  462 ,  8.132 , 0.0372 , 0.088
     21199 , 0 ,      21199 ,   21199 ,  1 , -3.41 , -1.40 , -2.80 , 4.63 ,  237 ,  8.123 , 0.0367 , 0.088
     19337 , 0 ,      19337 ,   19337 ,  1 , -0.83 , -0.89 , -6.22 , 6.34 ,  265 ,  8.116 , 0.0367 , 0.088
     40791 , 0 ,      40791 ,   39422 ,  1 ,  0.95 ,  4.88 ,  0.35 , 4.98 ,  246 ,  8.106 , 0.0363 , 0.087
       388 , 0 ,        388 ,     388 ,  1 , -0.59 , -8.68 ,  0.47 , 8.71 ,  753 ,  8.112 , 0.0363 , 0.087
      4013 , 0 ,       4013 ,    4013 ,  1 ,  4.26 , -7.89 , -0.44 , 8.98 ,  775 ,  8.099 , 0.0359 , 0.087
    166077 , 0 ,     166077 ,   13826 ,  1 ,  4.03 ,  0.73 ,  0.02 , 4.10 ,  160 ,  8.098 , 0.0359 , 0.087
     52142 , 0 ,      52142 ,   52142 ,  1 ,  2.62 ,  4.47 ,  2.60 , 5.80 ,  395 ,  8.079 , 0.0351 , 0.086
      3844 , 0 ,       3844 ,    3844 ,  1 ,  0.37 , -0.66 , -0.02 , 0.76 ,  -96 ,  8.074 , 0.0347 , 0.086
     40904 , 0 ,      40904 ,   40904 ,  1 ,  0.76 ,  2.47 ,  0.27 , 2.60 ,  257 ,  8.062 , 0.0343 , 0.086
      3974 , 0 ,       3974 ,    3974 ,  1 ,  3.31 , -3.50 ,  0.14 , 4.82 ,  344 ,  8.038 , 0.0335 , 0.085
     72228 , 0 ,      72228 ,   72228 ,  1 , -0.70 , -4.28 ,  0.46 , 4.36 ,  284 ,  8.031 , 0.0331 , 0.085
       591 , 0 ,        591 ,     591 ,  1 ,  6.99 , -3.27 ,  2.66 , 8.16 ,  588 ,  8.015 , 0.0327 , 0.084
     47853 , 0 ,      47853 ,   47853 ,  1 ,  1.70 ,  3.93 ,  1.42 , 4.51 ,  357 ,  8.020 , 0.0327 , 0.084
     62572 , 0 ,      62572 ,   62836 ,  1 , -7.88 , -3.93 ,  1.47 , 8.93 ,  640 ,  8.014 , 0.0324 , 0.084
     44982 , 0 ,      44982 ,   45084 ,  1 , -3.96 ,  4.16 , -0.29 , 5.75 ,  555 ,  7.991 , 0.0316 , 0.083
   4078650 , 0 ,    4078650 , 4078650 ,  1 , -3.88 ,  3.61 , -6.42 , 8.32 ,  454 ,  7.992 , 0.0316 , 0.083
     41395 , 0 ,      41395 ,   41395 ,  1 , -3.70 ,  8.62 , -0.87 , 9.42 ,  964 ,  7.980 , 0.0313 , 0.083
     48280 , 0 ,      48280 ,   48280 ,  1 , -0.34 ,  4.11 ,  1.21 , 4.30 ,  288 ,  7.979 , 0.0313 , 0.083
     72675 , 0 ,      72675 ,   72675 ,  1 , -3.25 , -6.19 , -0.39 , 7.00 ,  481 ,  7.962 , 0.0306 , 0.082
     43048 , 0 ,      43048 ,   43048 ,  1 , -4.60 ,  2.78 , -1.00 , 5.47 ,  337 ,  7.948 , 0.0302 , 0.082
   4078671 , 0 ,    4078671 , 4078671 ,  1 , -2.70 ,  6.03 , -6.69 , 9.40 ,  388 ,  7.938 , 0.0299 , 0.082
     51472 , 0 ,      51472 ,   51472 ,  1 ,  0.70 ,  2.44 ,  1.28 , 2.84 ,  275 ,  7.939 , 0.0299 , 0.082
   4078612 , 0 ,    4078612 , 4078612 ,  1 , -1.17 , -4.20 , -8.24 , 9.32 ,  609 ,  7.931 , 0.0295 , 0.081
     63000 , 0 ,      63000 ,   63000 ,  1 ,  2.44 ,  1.05 ,  2.36 , 3.55 ,  153 ,  7.932 , 0.0295 , 0.081
     43072 , 0 ,      43072 ,   43072 ,  1 , -2.66 ,  9.25 ,  0.11 , 9.63 , 1048 ,  7.919 , 0.0292 , 0.081
     20125 , 0 ,      20125 ,   20125 ,  1 , -3.27 , -1.49 , -3.88 , 5.29 ,  272 ,  7.919 , 0.0292 , 0.081
     39058 , 0 ,      39058 ,   39058 ,  1 ,  3.41 ,  4.12 ,  0.97 , 5.44 ,  227 ,  7.903 , 0.0285 , 0.080
     40045 , 0 ,      40045 ,   40045 ,  1 , -1.45 ,  9.16 , -0.55 , 9.29 , 1213 ,  7.888 , 0.0282 , 0.080
     48557 , 0 ,      48557 ,   48557 ,  1 ,  1.57 ,  8.27 ,  2.90 , 8.90 ,  744 ,  7.891 , 0.0282 , 0.080
     39999 , 0 ,      39999 ,   39999 ,  1 ,  1.58 ,  9.56 ,  0.41 , 9.70 ,  742 ,  7.886 , 0.0282 , 0.080
     19382 , 0 ,      19382 ,   19382 ,  1 , -3.33 , -2.19 , -8.47 , 9.36 ,  555 ,  7.895 , 0.0282 , 0.080
     38685 , 0 ,      38685 ,   39422 ,  1 ,  0.96 ,  4.75 ,  0.05 , 4.85 ,  356 ,  7.883 , 0.0279 , 0.080
    166096 , 0 ,     166096 ,   24930 ,  1 ,  4.31 ,  6.47 , -5.05 , 9.27 , 9999 ,  7.846 , 0.0269 , 0.079
     39873 , 0 ,      39873 ,   39873 ,  1 ,  1.61 ,  7.16 ,  0.42 , 7.35 ,  602 ,  7.845 , 0.0266 , 0.079
     62814 , 0 ,      62814 ,   62814 ,  1 ,  4.85 ,  2.27 ,  3.80 , 6.57 ,  354 ,  7.827 , 0.0263 , 0.078
     42380 , 0 ,      42380 ,   42380 ,  1 ,  2.76 ,  8.56 ,  1.32 , 9.09 ,  626 ,  7.829 , 0.0263 , 0.078
     40665 , 0 ,      40665 ,   40665 ,  1 ,  2.12 ,  5.23 ,  0.70 , 5.69 ,  363 ,  7.822 , 0.0260 , 0.078
     48937 , 0 ,      48937 ,   48937 ,  1 , -3.54 ,  0.58 , -0.31 , 3.60 ,  433 ,  7.825 , 0.0260 , 0.078
     49615 , 0 ,      49615 ,   49615 ,  1 , -4.05 ,  1.93 ,  0.24 , 4.49 ,  348 ,  7.816 , 0.0260 , 0.078
     28913 , 0 ,      28913 ,   28913 ,  1 , -0.10 ,  1.10 , -0.91 , 1.43 ,  123 ,  7.823 , 0.0260 , 0.078
     35684 , 0 ,      35684 ,   35684 ,  1 ,  1.84 ,  3.80 , -0.06 , 4.22 ,  319 ,  7.803 , 0.0254 , 0.077
     42901 , 0 ,      42901 ,   42901 ,  1 ,  1.17 ,  8.96 ,  1.06 , 9.10 ,  631 ,  7.790 , 0.0251 , 0.077
     31961 , 0 ,      31961 ,   31961 ,  1 , -4.92 ,  2.72 , -4.01 , 6.91 ,  366 ,  7.791 , 0.0251 , 0.077
     45546 , 0 ,      45546 ,   45546 ,  1 ,  3.58 ,  2.80 ,  1.31 , 4.73 ,  160 ,  7.782 , 0.0248 , 0.077
     41314 , 0 ,      41314 ,   41333 ,  1 ,  2.31 ,  7.82 ,  0.89 , 8.20 ,  495 ,  7.780 , 0.0248 , 0.077
      1777 , 0 ,       1777 ,    1777 ,  1 ,  6.11 , -2.47 ,  1.81 , 6.83 ,  465 ,  7.782 , 0.0248 , 0.077
